だい2だんかいにはいる【第2段階に入る】
ださい
ださく【駄作】
ださん【打算】
だし【出し】
だし【山車】
だしあう【出し合う】
だしいれ【出し入れ】
だしおくれ【出し遅れ】
だしおしみ【出し惜しみ】
だしきる【出し切る】
だしっぱなし【出しっ放し】
だしなげ【出し投げ】
だしぬく【出し抜く】
だしぬけ【出し抜け】
だしもの【出し物】
だしゃ【打者】
だしゅ【舵手】
だしん【打診】
だじゃく【惰弱】
だじゃれ【駄洒落】
だじゅん【打順】
だす【出す】
だすう【打数】
だする【堕する】
だせい【惰性】
だせき【打席】
だせん【打線】
だそく【蛇足】
だたい【堕胎】
だだ【駄駄】
だだだっ
だだっこ【駄駄っ子】
だだっぴろい【だだっ広い】
だちょう【駝鳥】
だちん【駄賃】
だっかい【脱会】
だっかん【奪還】
だっきゃく【脱却】
だっきゅう【脱臼】
だっこ【抱っこ】
だっこう【脱稿】
だっこう【脱肛】
だっこく【脱穀】
だっし【脱脂】
だっしゅ【奪取】
だっしゅう【脱臭】
だっしゅつ【脱出】
だっしょく【脱色】
だっすい【脱水】
だっする【脱する】
だっせん【脱線】
だっせん【脱線】
だっせんしたでんしゃ【脱線した電車[車両]】
だっせんじこ【脱線事故】
だっそ【脱疽】
だっそう【脱走】
だったい【脱退】
だっだっ
だっちょう【脱腸】
だって
だっと【脱兎】
だっとう【脱党】
だっぴ【脱皮】
だっぷん【脱糞】
だっぽうどらっぐのせいぞう【脱法ドラッグの製造】
だっぽく【脱北】
だつい【脱衣】
だつえい【脱営】
だつおんだんかとけいひせつげんのいっせきにちょうとなる【脱温暖化と経費節減の一石二鳥となる】
だつげんしりょくのうねり【脱原子力のうねり】
だつこうぎょうかしゃかい【脱工業化社会】
だつこうちく【脱構築】
だつごく【脱獄】
だつごしょう【脱語症】
だつさんしん【奪三振】
だつぜい【脱税】
だつぞく【脱俗】
だつぼう【脱帽】
だつもう【脱毛】
だつゆとりきょういく【脱ゆとり教育】
だつらく【脱落】
だつりゅうそうち【脱硫装置】
だつりょく【脱力】
だつりん【脱輪】
だつサラ【脱サラ】
だつ－【脱－】
だて【伊達】
だてまき【伊達巻】
だてん【打点】
だでん【打電】
だとう【妥当】
だとう【打倒】
だとうなきてい【妥当な規定】
だとうなきぼ【妥当な規模】
だとうなけつろん【妥当[穏当]な結論】
だとうなけんかい【妥当な見解】
だとうなすいじゅん【妥当な(物価)水準】
だとうなはんけつ【妥当な判決】
だとうなはんだん【妥当な判断】
だとうなほうさく【妥当な方策】
だに【壁蝨】
だは【打破】
だば【駄馬】
だび【荼毘】
だふや【だふ屋】
だぶだぶ
だぶつく
だぶるばいんどはそれにとりつかれたひとにこんらんとふあんをしょうじさせるだろう【ダブルバインドはそれに取りつかれた人に混乱と不安を生じさせるだろう】
だぶん【駄文】
だべる【駄弁る】
だべん【駄弁】
だほ【拿捕】
だほう【打法】
だぼう【打棒】
だぼく【打撲】
だぼはぜ【だぼ鯊】
だぼら【駄法螺】
だまされたこきゃく【騙された顧客】
だましあい【騙し合い】
だましうち【騙し討ち】
だましえ【騙し絵】
だます【騙す】
だまらせる【黙らせる】
だまりこくる【黙りこくる】
だまりこむ【黙り込む】
だまる【黙る】
だみごえ【濁声[だみ声]】
だみごえ【濁声】
だみん【惰眠】
だむけいかく【ダム計画】
だむけんせつをとうけつする【ダム建設を凍結する】
だむほうりゅうのおくれ【ダム放流の遅れ】
だむをけんせつする【ダムを建設[建造]する】
だむをけんせつする【ダムを建設する】
だむをまたぐはし【ダムをまたぐ橋】
だめ【駄目】
だめおし【駄目押し】
だめだし【駄目出し】
だめもと【駄目元】
だめーじをさいしょうげんにくいとめる【ダメージを最小限に食い止める】
だらかん【だら幹】
だらく【堕落】
だらける
だらしない
だらしないやりかた【だらしないやり方】
だらだら
だらっ
だらり
だりつ【打率】
だりょく【惰力】
だりょく【打力】
だるい【怠い】
だるま【達磨】
だるまたいよう【だるま太陽】
だれ【誰】
だれぎみ【だれ気味】
だれそれ【誰某】
だれひとり【誰一人】
だれる
だん【壇】
だん【暖】
だん【段】
だん【談】
だんあつ【弾圧】
だんあつ【弾圧】
だんあつされてじゅうみんたちのきぼうがくだかれた【弾圧されて住民たちの希望が砕かれた】
だんあつにたちむかう【弾圧に立ち向かう】
だんあつをのがれる【弾圧を逃れる】
だんい【段位】
だんいほうしょく【暖衣飽食】
だんいん【団員】
だんおん【断音】
だんか【檀家】
だんかい【団塊】
だんかい【段階】
だんかい【段階】
だんかいせだいのたいりょうたいしょく【団塊世代の大量退職】
だんかいてきに【段階的に】
だんかいのせだい【団塊[ベビーブーム]の世代】
だんかいのせだいがたいりょうにたいしょくする【団塊の世代が大量に退職する】
だんかざり【段飾り】
だんがい【弾劾】
だんがい【断崖】
だんがん【弾丸】
だんき【暖気】
だんきゅう【段丘】
だんぎ【談義】
だんぐみ【段組み】
だんぐるま【段車】
だんけい【男系】
だんけつ【団結】
だんげん【断言】
だんこ【断固】
だんこう【団交】
だんこう【断交】
だんこう【断行】
だんこたるいきかた【断固たる生き方】
だんこたるそち【(…に対する)断固たる措置】
だんこたるそち【断固たる措置】
だんことしたこうどう【断固とした行動】
だんこん【弾痕】
だんこん【男根】
だんご【団子】
だんごう【談合】
だんさ【段差】
だんさい【断裁】
だんざい【断罪】
だんし【男子】
だんしにひゃくめーとるよせん【(陸上)男子２００メートル予選】
だんしゃく【男爵】
だんしゃり【断捨離】
だんしゅ【断種】
だんしゅ【断酒】
だんしゅ【断首】
だんしゅう【男囚】
だんしょう【断章】
だんしょう【男娼】
だんしょう【談笑】
だんしょく【暖色】
だんしょく【男色】
だんじ【男児】
だんじき【断食】
だんじこむ【談じ込む】
だんじて【断じて】
だんじょ【男女】
だんじょう【壇上】
だんじょきょうどうさんかくしゃかいきほんほうのしこう【男女共同参画社会基本法の施行】
だんじょのいとなみ【男女の営み】
だんじょのくべつなく【男女の区別なく】
だんじょのちんぎんかくさ【男女の賃金格差】
だんじょのやくわりがぎゃくてんした【(その分野での)男女の役割が逆転した】
だんじる【断じる】
だんじる【談じる】
だんすい【断水】
だんすふぃっとねすきょうしつ【ダンスフィットネス教室】
だんせい【弾性】
だんせい【男声】
だんせい【男性】
だんせいといれのしよう【男性トイレの使用】
だんせいふにんけんさ【男性 [女性] 不妊検査】
だんせいようといれ【男性用トイレ】
だんせん【断線】
だんぜつ【断絶】
だんぜん【断然】
だんそう【弾倉】
だんそう【弾奏】
だんそう【断層】
だんそう【断想】
だんそう【男装】
だんそんじょひ【男尊女卑】
だんぞく【断続】
だんぞくてきなていでん【断続的な停電】
だんたい【団体】
だんたい【団体】
だんたい【暖帯】
だんたいかんこう【団体観光(旅行)】
だんたいかんこう【団体観光(旅行)】
だんたいかんこうびざ【団体観光ビザ】
だんたいきょうぎ【(野球やサッカーのような)団体競技】
だんたいきょうぎ【団体競技】
だんたいこうしょう【団体交渉】
だんたいせん【団体戦】
だんたいつあー【団体ツアー】
だんたいりょこう【団体旅行】
だんたいわりびき【団体割引】
だんたいをせつりつする【団体を設立する】
だんだら【段だら】
だんだん【段段】
だんち【団地】
だんちがい【段違い】
だんちゃく【弾着】
だんちょう【団長】
だんちょう【断腸】
だんてい【断定】
だんとう【弾頭】
だんとう【暖冬】
だんとういへん【暖冬異変】
だんとうだい【断頭台】
だんどう【弾道】
だんどうだんげいげきみさいるせいげんじょうやく【弾道弾迎撃ミサイル制限条約】
だんどうみさいる【弾道ミサイル】
だんどり【段取り】
だんどり【段取り】
だんどりをふんで【段取りを踏んで】
だんな【旦那】
だんねつ【(建物の)断熱】
だんねつ【断熱】
だんねつあるみ【断熱アルミ】
だんねつせいのとりょう【遮熱性の塗料】
だんねつばん【断熱板】
だんねん【断念】
だんぱつ【断髪】
だんぱん【談判】
だんびら【段平】
だんぶくろ【段袋】
だんぺん【断片】
だんぼう【暖房】
だんぼう【暖房】
だんぼうきぐ【暖房器具】
だんぼうじゅよう【暖房需要】
だんぼうそうち【暖房装置】
だんぼうようねんりょう【暖房用燃料】
だんぼうようねんりょう【暖房用燃料】
だんぼうようのあぶら【暖房用の油[灯油]】
だんぼうようのせきゆ【暖房用の石[灯]油】
だんぼうようぼいらー【暖房用ボイラー】
だんぼうをいれる【暖房を入れる】
だんぼうをかどうする【(午前中に)暖房を稼働する】
だんぼうをきょうきゅうする【暖房を供給する】
だんぼうをとめる【暖房を止める】
だんぼーるばこ【段ボール箱】
だんまく【弾幕】
だんまつま【断末魔】
だんまり【黙り】
だんみん【断眠】
だんみんりょうほう【断眠療法】
だんめん【断面】
だんやく【弾薬】
だんやくのゆうずう【弾薬の融通】
だんゆう【男優】
だんらく【段落】
だんらん【団欒】
だんりゅう【暖流】
だんりょく【弾力】
だんろ【断路】
だんろ【暖炉煖炉】
だんろん【談論】
だんわ【談話】
だんトツ【断トツ】
だんボール【段ボール】
だーん
ダイアリー
ダイアログボックス
ダイエット
ダイオキシン
ダイオード
ダイジェスト
ダイス
ダイダロス
ダイナマイト
ダイナミック
ダイナモ
ダイニングキッチン
ダイニングルーム
ダイバー
ダイバーシティー
ダイビング
ダイヤ
ダイヤグラム
ダイヤモンド
ダイヤル
ダイヤルアップ
ダイレクトメール
ダイン
ダウ
ダウへいきん【ダウ平均】
ダウラギリさん【ダウラギリ山】
ダウン
ダウン
ダウンしゅう【ダウン州】
ダウンしょうこうぐん【ダウン症候群】
ダウンサイジング
ダウンバースト
ダウンパトリク
ダウンロード
ダオメー
ダカーポ
ダカール
ダクト
ダグアウト
ダスター
ダスター
ダストシュート
ダダイズム
ダダダッ
ダダダン
ダダッ
ダダーン
ダッカ
ダッキング
ダックスフント
ダッグアウト
ダッシュ
ダッシュボード
ダッダッ
ダッダッダ
ダッチオーブン
ダッフル
ダナン
ダニューブがわ【ダニューブ川】
ダニーデン
ダバオ
ダビデ
ダビング
ダフる
ダフィン
ダフネ
ダブる
ダブリン
ダブル
ダブルキャスト
ダブルクリック
ダブルケア
ダブルス
ダブルスクール
ダブルスコア
ダブルスタンダード
ダブルスチール
ダブルスパイ
ダブルスパイ
ダブルチェック
ダブルバインド
ダブルパンチ
ダブルフォールト
ダブルフラット
ダブルブッキング
ダブルプレー
ダブルヘッダー
ダブルベッド
ダブルベッド
ダブルベース
ダブルボギー
ダマスカス
ダミー
ダム
ダム
ダメージ
ダメージ
ダライラマ
ダラス
ダラム
ダリア
ダルエスサラーム
ダルムシュタット
ダルメシアン
ダルース
ダンクシュート
ダンケルク
ダンサー
ダンス
ダンススクール
ダンスフィットネス
ダンチヒ
ダンディ
ダンディー
ダンピング
ダンフリースアンドギャロウェイしゅう【ダンフリースアンドギャロウェイ州】
ダンプカー
ダンベル
ダンマン
ダーウィン
ダーク
ダークホース
ダージリン
ダース
ダーダネルスかいきょう【ダーダネルス海峡】
ダーッ
ダーツ
ダーティーボム
ダートコース
ダーバン
ダービー
ダービーシャーしゅう【ダービーシャー州】
ダーリングがわ【ダーリング川】
－だい【－大】
－だいめ【－代目】
－だか【－高】
－だけ
－だす【－出す】
－だっけ
－だって
－だて
－だて【－建て】
－だて【－立て】
－だてら
－だの
－だより【－便り】
－だらけ
－だろう
－だん【－団】
だいいちいんしょう【第一印象】
だいいちぎ【第一義】
だいいちしゅだい【第一主題】
だいいちじたいせん【第一次（世界）大戦】
だいいちにんしょう【第一人称】
だいいべんさい【代位弁済】
だいがくいん【大学院】
だいがくいんせい【大学院生】
だいがくきじゅんきょうかい【大学基準協会】
だいがくきょういく【大学教育】
だいがくしんがくりつ【大学進学率】
だいがくせい【大学生】
だいがくそつぎょうせい【大学卒業生】
だいがくにゅうしセンター【大学入試センター】
だいがくびょういん【大学病院】
だいがくふんそう【大学紛争】
だいきぼこうりてん【大規模小売店】
だいきゅうじょう【大弓場】
だいきんひきかえ【代金引替】
だいぎいんかい【代議員会】
だいぎいんせい【代議員制（度）】
だいぎいんだん【代議員団】
だいくこうきょうきょく【第九交響曲】
だいくどうぐ【大工道具】
だいくんいきっかしょうけいしょく【大勲位菊花章頸飾】
だいくんいきっかだいじゅしょう【大勲位菊花大綬章】
だいこうきかん【代行機関】
だいこうしゃ【代行者】
だいこんあし【大根足】
だいこんおろし【大根下ろし】
だいこんやくしゃ【大根役者】
だいさくしゃ【代作者】
だいさんかいきゅう【第三階級】
だいさんき【第三紀】
だいさんごく【第三国】
だいさんしゃ【第三者】
だいさんじさんぎょう【第三次産業】
だいさんせいりょく【第三勢力】
だいさんせかい【第三世界】
だいさんていこく【第三帝国】
だいさんインターナショナル【第三インターナショナル】
だいさんセクター【第三セクター】
だいしょにん【代書人】
だいじょうぶっきょう【大乗仏教】
だいじんあそび【大尽遊び】
だいじんかぜ【大尽風】
だいじんしょく【大臣職】
だいじんせいむかん【大臣政務官】
だいすうがくしゃ【代数学者】
だいすうしき【代数式［関数，方程式］】
だいずかす【大豆粕かす】
だいずもやし【大豆もやし】
だいずゆ【大豆油】
だいそうしゃ【代走者】
だいたいいりょう【代替医療】
だいたいこつ【大腿骨】
だいたいしとうきんこうしゅくしょう【大腿四頭筋拘縮症】
だいたいしょくりょうひん【代替食料品】
だいたいぶ【大腿部】
だいたいぶつ【代替物】
だいたいエネルギー【代替エネルギー】
だいたんふてき【大胆不敵】
だいだいいろ【橙色】
だいだいす【橙酢】
だいだしゃ【代打者】
だいちょうえん【大腸炎】
だいちょうきん【大腸菌】
だいちょうカタル【大腸カタル】
だいちょうガン【大腸ガン】
だいちょうポリープ【大腸ポリープ】
だいとうりょうかんてい【大統領官邸】
だいとうりょうきょうしょ【大統領教書】
だいとうりょうこうほ【大統領候補】
だいとうりょうしつむしつ【大統領執務室】
だいとうりょうせんきょ【大統領選挙】
だいとうりょうとくし【大統領特使】
だいとうりょうめいれい【大統領命令】
だいとうりょうよびせんきょ【大統領予備選挙】
だいどうえきしゃ【大道易者】
だいどうえんぜつ【大道演説】
だいどうげい【大道芸】
だいどうげいにん【大道芸人】
だいどうしょうにん【大道商人】
だいどうみゃくりゅう【大動脈瘤】
だいどころしごと【台所仕事】
だいどころどうぐ【台所道具】
だいにぎ【第二義】
だいにしゅだい【第二主題】
だいにじせいちょう【第二次性徴】
だいにじせかいたいせん【第二次世界大戦】
だいににんしょう【第二人称】
だいのうさよう【大脳作用】
だいのうはんきゅう【大脳半球】
だいのうひしつ【大脳皮質】
だいひつにん【代筆人】
だいひょうさく【代表作】
だいひょうしつもん【代表質問】
だいひょうしゃ【代表者】
だいひょうしゃいん【代表社員】
だいひょうしゅざい【代表取材】
だいひょうしゅざいきじ【代表取材記事】
だいひょうだん【代表団】
だいひょうとりしまりやく【代表取締役】
だいひょうばんごう【代表番号】
だいふくちょう【大福帳】
だいぶつでん【大仏殿】
だいべんしゃ【代弁者】
だいほんさっか【台本作家】
だいみょうぎょうれつ【大名行列】
だいみょうやしき【大名屋敷】
だいみょうりょこう【大名旅行】
だいようきょういん【代用教員】
だいようしょく【代用食】
だいようひん【代用品】
だいよんき【第四紀】
だいよんせかい【第四世界】
だいりぎょう【代理業】
だいりぎょうしゃ【代理業者】
だいりしゅっさん【代理出産】
だいりしょめい【代理署名】
だいりせんそう【代理戦争】
だいりたいし【代理大使】
だいりてん【代理店】
だいりにん【代理人】
だいりはは【代理母】
だいりはんばい【代理販売】
だいりびな【内裏雛びな】
だえきせん【唾液腺】
だえんきどう【楕円軌道】
だかいさく【打開策】
だかんぎんこう【兌換銀行】
だかんけん【兌換（銀行）券】
だかんせいど【兌換制度】
だがしや【駄菓子屋】
だがっきそうしゃ【打楽器奏者】
だきあわせぞうし【抱き合わせ増資】
だきあわせはんばい【抱き合わせ販売】
だきょうあん【妥協案】
だきょうてん【妥協点】
だけつがく【妥結額】
だけつじょうけん【妥結条件】
だげきおう【打撃王】
だげきせん【打撃戦】
だげきりつ【打撃率】
だげきれんしゅう【打撃練習】
だしがら【出し殻】
だしこんぶ【出し昆布】
だしんき【打診器［つち］】
だたいざい【堕胎罪】
だだっこ【駄々っ子】
だっかいしゃ【脱会者】
だっかいとどけ【脱会届】
だっこくき【脱穀機】
だっしにゅう【脱脂（粉）乳】
だっしめん【脱脂綿】
だっしゅうざい【脱臭剤】
だっしゅつそくど【脱出速度】
だっしょくざい【脱色剤】
だっすいき【脱水機】
だっすいざい【脱水剤】
だっすいしょう【脱水症】
だっそうしゃ【脱走者】
だっそうへい【脱走兵】
だったいしゃ【脱退者】
だっとうしゃ【脱党者】
だっぽくしゃ【脱北者】
だついじょ【脱衣所】
