ぼいん
ぼいん【拇印】
ぼいん【母音】
ぼいーん
ぼう【坊】
ぼう【暴】
ぼう【某】
ぼう【棒】
ぼう【棒】
ぼうあんき【棒暗記】
ぼうい【暴威】
ぼういん【暴飲】
ぼういんをいましめる【暴飲を戒める】
ぼうう【防雨】
ぼうえい【防衛】
ぼうえい【防衛】
ぼうえいあなりすと【防衛アナリスト】
ぼうえいあなりすと【防衛アナリスト】
ぼうえいかんれんきぎょう【防衛関連企業】
ぼうえいぎじゅつ【防衛技術】
ぼうえいけいかく【(ミサイル)防衛計画】
ぼうえいさんぎょう【防衛産業】
ぼうえいさんぎょう【防衛産業】
ぼうえいさんぎょう【防衛産業】
ぼうえいさんぎょうとのゆちゃく【防衛産業との癒着】
ぼうえいさんぎょうとのゆちゃく【防衛産業との癒着】
ぼうえいじょうのようせい【防衛上の要請】
ぼうえいせいさく【防衛政策】
ぼうえいせんりゃく【防衛戦略】
ぼうえいそうびいてん【防衛装備移転(三原則)】
ぼうえいそうびいてんさんげんそく【防衛装備移転三原則】
ぼうえいそうびひん【防衛装備品】
ぼうえいそうびひんのちょうたつ【防衛装備品の調達】
ぼうえいたいせい【防衛体制】
ぼうえいとうきょくかんぶ【防衛当局幹部】
ぼうえいはくしょ【防衛白書】
ぼうえいはくしょ【防衛白書】
ぼうえいひみつ【防衛秘密】
ぼうえいひみつ【防衛秘密】
ぼうえいもんだい【防衛問題】
ぼうえいよさん【防衛予算】
ぼうえいよさん【防衛予算】
ぼうえいりょく【防衛力】
ぼうえいりょく【防衛力】
ぼうえき【貿易】
ぼうえき【貿易】
ぼうえき【防疫】
ぼうえきあいて【貿易相手(国)】
ぼうえきあいて【貿易相手(国)】
ぼうえきあかじ【貿易赤字】
ぼうえきあかじ【貿易赤字】
ぼうえきがいしゃ【貿易会杜】
ぼうえきがく【(両国間の)貿易額】
ぼうえきくろじ【貿易黒字】
ぼうえきくろじ【貿易黒字】
ぼうえきくろじこく【貿易黒字国】
ぼうえきこく【貿易国】
ぼうえきしゅうし【貿易収支】
ぼうえきしゅうしがくろじになった【貿易収支が黒字になった】
ぼうえきじゆうか【貿易自由化】
ぼうえきそち【貿易措置】
ぼうえきとうけい【貿易統計】
ぼうえきのかくだい【貿易(と投資)の拡大】
ぼうえきのわくぐみ【貿易(や投資)の枠組み】
ぼうえきふきんこう【貿易不均衡】
ぼうえきまさつ【貿易摩擦】
ぼうえきまさつ【貿易摩擦】
ぼうえきもんだい【貿易[通商]問題】
ぼうえきりっこく【貿易立国】
ぼうえきりっこくとしてのにほん【貿易立国としての日本】
ぼうえきをかくだいする【(自由)貿易を拡大する】
ぼうえきをじゆうかする【貿易を自由化する】
ぼうえきをそくしんする【(…との)貿易を促進する】
ぼうえん【防炎】
ぼうえん【防煙】
ぼうえんきょう【望遠鏡】
ぼうえんきょうで…をかんそくする【望遠鏡で…を観測する】
ぼうえんレンズ【望遠レンズ】
ぼうおん【忘恩】
ぼうおん【防音】
ぼうか【防火】
ぼうかとびら【防火扉】
ぼうかとびら【防火扉】
ぼうかん【傍観】
ぼうかん【暴漢】
ぼうかん【防寒】
ぼうかん【防汗】
ぼうが【忘我】
ぼうがい【妨害】
ぼうがい【望外】
ぼうきゃく【忘却】
ぼうきょ【暴挙】
ぼうきょう【望郷】
ぼうきれ【棒切れ】
ぼうぎ【謀議】
ぼうぎゃく【暴虐】
ぼうぎょ【防御】
ぼうくう【防空】
ぼうくん【暴君】
ぼうぐ【防具】
ぼうぐい【棒杭】
ぼうぐみ【棒組み】
ぼうぐらふ【棒グラフ】
ぼうけい【傍系】
ぼうけん【冒険】
ぼうげん【妄言】
ぼうげん【暴言】
ぼうげんをきょようする【暴言を許容する】
ぼうげんをはかれるとのうったえ【暴言を吐かれるとの訴え】
ぼうこう【暴行】
ぼうこう【膀胱】
ぼうこうし【暴行死】
ぼうこく【亡国】
ぼうこく【某国】
ぼうこん【亡魂】
ぼうご【防護】
ぼうごふく【防護服】
ぼうごますく【防護マスク】
ぼうさい【亡妻】
ぼうさい【防災】
ぼうさいぎょうせいむせん【防災行政無線】
ぼうさいぎょうせいむせんかていようじゅしんき【防災行政無線家庭用受信機】
ぼうさいしゅうだんいてんそくしんじぎょう【防災集団移転促進事業】
ぼうさつ【忙殺】
ぼうさつ【謀殺】
ぼうさん【坊さん】
ぼうし【帽子】
ぼうし【某氏】
ぼうし【防止】
ぼうしつ【防湿】
ぼうしゅう【防臭】
ぼうしゅく【防縮】
ぼうしょ【某所】
ぼうしょう【傍証】
ぼうしょう【帽章】
ぼうしょく【暴食】
ぼうしょく【紡織】
ぼうしょく【防食防蝕】
ぼうしん【防振】
ぼうしんそうち【防振[振動防止]装置】
ぼうじ【房事】
ぼうじしゃく【棒磁石】
ぼうじしゃく【棒磁石】
ぼうじつ【某日】
ぼうじま【棒縞】
ぼうじゃくぶじん【傍若無人】
ぼうじゅ【傍受】
ぼうじゅつ【棒術】
ぼうじょ【防除】
ぼうじょう【棒状】
ぼうじん【防塵】
ぼうすい【紡錘】
ぼうすい【防水】
ぼうすいとびら【防水扉】
ぼうすいどけい【防水時計】
ぼうず【坊主】
ぼうせい【暴政】
ぼうせいぎょ【制御棒《原子力》】
ぼうせき【紡績】
ぼうせつ【防雪】
ぼうせん【傍線】
ぼうせん【棒線】
ぼうせん【防戦】
ぼうせんもう【防潜網】
ぼうぜん【呆然】
ぼうぜん【茫然】
ぼうそう【暴走】
ぼうたおし【棒倒し】
ぼうたかとび【棒高跳び】
ぼうたかとび【棒高跳び】
ぼうだ【滂沱】
ぼうだい【傍題】
ぼうだい【膨大厖大】
ぼうだいなあかじ【膨大な赤字】
ぼうだいなかずのちゅうもん【膨大な数の注文】
ぼうだいなちしきのたくわえ【膨大な知識の蓄え】
ぼうだち【棒立ち】
ぼうだま【棒球】
ぼうだん【防弾】
ぼうちゅう【傍注】
ぼうちゅう【忙中】
ぼうちゅう【防虫】
ぼうちょう【傍聴】
ぼうちょう【膨張】
ぼうちょう【防潮】
ぼうちょう【防諜】
ぼうっと
ぼうてん【傍点】
ぼうと【暴徒】
ぼうとう【冒頭】
ぼうとう【暴投】
ぼうとう【暴騰】
ぼうとく【冒涜】
ぼうどう【暴動】
ぼうどく【防毒】
ぼうねつ【防熱】
ぼうねん【防燃】
ぼうねんかい【忘年会】
ぼうのうえに【棒の上に】
ぼうはく【傍白】
ぼうはつ【暴発】
ぼうはてい【防波堤】
ぼうはん【防犯】
ぼうはん【防犯】
ぼうはんかつどう【防犯活動】
ぼうはんかめら【防犯カメラ】
ぼうはんかめら【防犯カメラ】
ぼうはんかめら【防犯カメラ】
ぼうはんかめらがぬすまれないよう、もうひとつぼうはんかめらをかわなきゃ。【防犯カメラが盗まれないよう、もう一つ防犯カメラを買わなきゃ。《ジョーク》】
ぼうはんかめらにきろくされたえいぞう【防犯カメラに記録された映像】
ぼうはんかめらのえいぞう【防犯カメラの映像】
ぼうはんかんししすてむ【防犯監視システム】
ぼうはんしすてむ【防犯システム】
ぼうはんじょうのしかく【(学校内の)防犯上の死角】
ぼうはんにかかせぬいんふら【(捜査や)防犯に欠かせぬインフラ】
ぼうはんぱとろーる【防犯パトロール】
ぼうはんびでお【防犯ビデオ】
ぼうはんれべる【防犯ベル《盗難用の警報器》】
ぼうばく【茫漠】
ぼうび【防備】
ぼうびき【棒引き】
ぼうふ【亡夫】
ぼうふ【亡父】
ぼうふ【防腐】
ぼうふう【暴風】
ぼうふうう【暴風雨】
ぼうふうせつ【暴風雪】
ぼうふうりん【防風林】
ぼうふら【孑孑】
ぼうへき【防壁】
ぼうぼ【亡母】
ぼうぼう
ぼうめい【亡命】
ぼうもう【紡毛】
ぼうや【坊や】
ぼうゆう【亡友】
ぼうよみ【棒読み】
ぼうらく【暴落】
ぼうり【暴利】
ぼうりゃく【謀略】
ぼうりゅう【傍流】
ぼうりょく【暴力】
ぼうりょくこうい【暴力行為】
ぼうりょくだんかんぶ【暴力団幹部】
ぼうりょくだんのあらそい【暴力団の争い】
ぼうりょくとはくがいのれんさ【暴力と迫害の連鎖】
ぼうりょくによらないていこう【暴力によらない抵抗】
ぼうりょくによるしどう【暴力による指導】
ぼうるい【防塁】
ぼうれい【亡霊】
ぼうろう【望楼】
ぼうろん【暴論】
ぼうグラフ【棒グラフ】
ぼかし【暈し】
ぼかす【暈す】
ぼかっ
ぼかん【母艦】
ぼかーん
ぼがい【簿外】
ぼき【簿記】
ぼきん【募金】
ぼく【僕】
ぼくさつ【撲殺】
ぼくし【牧師】
ぼくしゃ【牧者】
ぼくしゃ【牧舎】
ぼくしゅ【墨守】
ぼくしん【牧神】
ぼくしんぐのやおちょう【ボクシングの八百長】
ぼくじゅう【墨汁】
ぼくじょう【牧場】
ぼくする【卜する】
ぼくせき【木石】
ぼくそう【牧草】
ぼくたく【木鐸】
ぼくちく【牧畜】
ぼくてき【牧笛】
ぼくとう【木刀】
ぼくとつ【木訥朴訥】
ぼくどう【牧童】
ぼくねんじん【朴念仁】
ぼくはよくかたつむりをたべるんだ。ふぁーすとふーどをたべたくないから。【ぼくはよくかたつむりを食べるんだ。ファーストフードを食べたくないから。《ジョーク》】
ぼくめつ【撲滅】
ぼくよう【牧羊】
ぼくり【木履】
ぼけ【呆け惚け】
ぼけ【木瓜】
ぼけい【母型】
ぼけい【母系】
ぼけっ
ぼけつ【墓穴】
ぼける【惚ける呆ける】
ぼける【暈ける】
ぼけろうじん【ぼけ老人】
ぼけん【母権】
ぼこう【母校】
ぼこう【母港】
ぼこく【母国】
ぼこっ
ぼこぼこ
ぼご【母語】
ぼさっと
ぼさつ【菩薩】
ぼさぼさ
ぼさん【墓参】
ぼし【墓誌】
ぼし【母子】
ぼしかてい【母子家庭】
ぼしかていにそだつ【母子家庭に育つ】
ぼしゃっ
ぼしゅう【募集】
ぼしゅうじき【募集時期】
ぼしゅうだん【母集団】
ぼしょく【暮色】
ぼじょう【慕情】
ぼすざる【ボス猿】
ぼすざるのこうたい【ボス猿の交代】
ぼせい【母性】
ぼせん【母船】
ぼぜん【墓前】
ぼぜんで【墓前で】
ぼそっ
ぼそぼそ
ぼそり
ぼそりぼそり
ぼたい【母体】
ぼたい【母胎】
ぼたっ
ぼたもち【牡丹餅】
ぼたやま【ぼた山】
ぼたん【牡丹】
ぼたんだうんのしゃつ【ボタンダウンのシャツ】
ぼたんでんち【ボタン電池】
ぼだい【菩提】
ぼだいじゅ【菩提樹】
ぼち【墓地】
ぼちぼち
ぼちゃぼちゃ
ぼちゃん
ぼちわきのさかみち【墓地脇の坂道】
ぼっ
ぼっか【牧歌】
ぼっかく【墨客】
ぼっき【勃起】
ぼっきゃく【没却】
ぼっこう【勃興】
ぼっこうしょう【没交渉】
ぼっこん【墨痕】
ぼっしゅう【没収】
ぼっしゅうされたぶっぴん【没収された物品】
ぼっしょ【没書】
ぼっする【没する】
ぼったくる
ぼっちゃん【坊ちゃん】
ぼってり
ぼっとう【没頭】
ぼっぱつ【勃発】
ぼつ【没】
ぼつが【没我】
ぼつご【没後】
ぼつしゅみ【没趣味】
ぼつぜん【勃然】
ぼつにゅう【没入】
ぼつねん【没年】
ぼつぼつ
ぼつらく【没落】
ぼてっ
ぼてぼて
ぼでぃーちぇっく【ボディーチェック《空港などの》】
ぼでぃーぶろー【ボディーブロー《ボクシング》】
ぼでぃーらんげーじ【ボディーランゲージ《言葉の代わりに身振り表情などを使ってする言語の一種》】
ぼにゅう【母乳】
ぼひ【墓碑】
ぼひょう【墓標】
ぼへい【募兵】
ぼめい【墓銘】
ぼや【小火】
ぼやく
ぼやける
ぼやっと
ぼやぼや
ぼら【鯔】
ぼらんてぃあかつどう【ボランティア活動】
ぼらんてぃあが…におおきなこうけんをしてきた【ボランティアが…に大きな貢献をしてきた】
ぼらんてぃあぐるーぷ【(大規模な)ボランティアグループ】
ぼらんてぃあさーくるのこもん【(その中学校の)ボランティアサークルの顧問】
ぼらんてぃあそしき【ボランティア組織】
ぼらんてぃあのいりょうぐるーぷ【ボランティアの医療グループ】
ぼらんてぃあのたすけ【ボランティアの助け】
ぼらんてぃあをうけいれる【ボランティアを受け入れる】
ぼらんてぃあをつのる【ボランティアを募る】
ぼらんてぃあをはけんする【(…から)ボランティアを派遣する】
ぼりぼり
ぼる
ぼろ【襤褸】
ぼろい
ぼろきれ【襤褸切れ】
ぼろくそ【襤褸糞】
ぼろっ
ぼろぼろ
ぼろもうけ【ぼろ儲け】
ぼろん
ぼわーん
ぼん
ぼん【盆】
ぼんくら
ぼんくれ【盆暮れ】
ぼんけい【盆景】
ぼんご【梵語】
ぼんさい【凡才】
ぼんさい【盆栽】
ぼんさく【凡作】
ぼんさく【凡策】
ぼんしつ【凡失】
ぼんしょう【梵鐘】
ぼんじ【梵字】
ぼんじん【凡人】
ぼんせん【凡戦】
ぼんぞく【凡俗】
ぼんたい【凡退】
ぼんだ【凡打】
ぼんち【盆地】
ぼんのう【煩悩】
ぼんのくぼ【盆の窪】
ぼんぷ【凡夫】
ぼんぼり【雪洞】
ぼんぼん
ぼんやすみ【盆休み】
ぼんやり
ぼんよう【凡庸】
ぼーっ
ぼーぼー
ぼーりんぐちょうさ【ボーリング調査】
ぼーるがみ【ボール紙】
ぼーるがらいんをわった【ボールがラインを割った】
ぼーるのゆくえ【ボールの行方《野球やゴルフなどで》】
ぼーるをうつ【ボールを打つ】
ぼーるをける【ボールを蹴る】
ぼーるをとる【ボールを捕る】
ぼーるをなげる【ボールを投げる】
ぼーん
ボア
ボイコット
ボイジ
ボイス
ボイラー
ボイン
ボイーン
ボウラー
ボウリング
ボカッ，ボカン
ボカーン
ボキッ，ポキッ
ボキボキ
ボキャブラリー
ボギー
ボクサー
ボクシング
ボゴタ
ボサノバ
ボス
ボストン
ボストンバッグ
ボスニアわん【ボスニア湾】
ボスニアヘルツェゴビナ
ボスポラスかいきょう【ボスポラス海峡】
ボタニーわん【ボタニー湾】
ボタン
ボタン
ボチャン，ポチャン
ボッ
ボックス
ボックス
ボックスシート
ボット
ボツリヌスきん【ボツリヌス菌】
ボツワナ
ボディコン
ボディー
ボディー
ボディーガード
ボディーシャンプー
ボディースキャナー
ボディースーツ
ボディーソープ
ボディーチェック
ボディービル
ボディービル
ボディーペインティング
ボトッ
ボトル
ボパール
ボビン
ボブスレー
ボヘミア
ボヘミアン
ボランティア
ボランティア
ボランティアセンター
ボリビア
ボリボリ
ボリューム
ボルガがわ【ボルガ川】
ボルゴグラード
ボルシェビキ
ボルシチ
ボルチモア
ボルテージ
ボルト
ボルト
ボルドー
ボルネオ
ボルネオとう【ボルネオ島】
ボレロ
ボレー
ボロネジ
ボローニャ
ボン
ボンゴ
ボンゴレ
ボンド
ボンネット
ボンベ
ボンベイ
ボンボン
ボー
ボーイ
ボーイッシュ
ボーカリスト
ボーカル
ボーガン
ボーキサイト
ボーク
ボージョレー
ボースン
ボーダーズしゅう【ボーダーズ州】
ボーダーライン
ボーダーレス
ボーッ
ボーデンこ【ボーデン湖】
ボート
ボード
ボードセーリング
ボードビリアン
ボードビル
ボーナス
ボーフォートかい【ボーフォート海】
ボーリング
ボール
ボール
ボール
ボールがみ【ボール紙】
ボールばこ【ボール箱】
ボールばん【ボール盤】
ボールペン
ボールペン
ボールペン
ボーロ
ボーン
ボーンヘッド
－ぼう【－坊】
ぼういんぼうしょく【暴飲暴食】
ぼうえいぐん【防衛軍】
ぼうえいけいかく【防衛計画】
ぼうえいしゅだん【防衛手段】
ぼうえいしょう【防衛省】
ぼうえいたいせい【防衛体制】
ぼうえいだいがっこう【防衛大学校】
ぼうえいだいじん【防衛大臣】
ぼうえいどうめい【防衛同盟】
ぼうえいひ【防衛費】
ぼうえいりょく【防衛力】
ぼうえきあいてこく【貿易相手国】
ぼうえきいぞんど【貿易依存度】
ぼうえきか【防疫課】
ぼうえきがいしゅうし【貿易外収支】
ぼうえきがいとりひき【貿易外取引】
ぼうえきがく【貿易額】
ぼうえききょうてい【貿易協定】
ぼうえきぎょうかい【貿易業界】
ぼうえきこう【貿易港】
ぼうえきこく【貿易国】
ぼうえきしゅうし【貿易収支】
ぼうえきしょう【貿易商】
ぼうえきしょうしゃ【貿易商社】
ぼうえきじゆうか【貿易自由化】
ぼうえきじり【貿易尻】
ぼうえきせいげん【貿易制限】
ぼうえきたいさく【防疫対策】
ぼうえきふう【貿易風】
ぼうえきふきんこう【貿易不均衡】
ぼうえきほけんせいど【貿易保険制度】
ぼうえきまさつ【貿易摩擦】
ぼうえんかこう【防炎加工】
ぼうえんきょうざ【望遠鏡座】
ぼうえんざい【防炎剤】
ぼうえんぼう【防煙帽】
ぼうおんしつ【防音室】
ぼうおんそうち【防音装置】
ぼうおんガラス【防音ガラス】
ぼうかえんしゅう【防火演習［訓練］】
ぼうかけんちくぶつ【防火建築物】
ぼうかこうぞう【防火構造】
ぼうかせつび【防火設備】
ぼうかたい【防火帯［線］】
ぼうかとびら【防火扉】
ぼうかとりょう【防火塗料】
ぼうかへき【防火壁】
ぼうかようすい【防火用水】
ぼうかんぐ【防寒具】
ぼうかんぐつ【防寒靴】
ぼうかんしゃ【傍観者】
ぼうかんふく【防寒服】
ぼうがいこうい【妨害行為】
ぼうがいこうさく【妨害工作】
ぼうぎょこうじ【防御工事】
ぼうぎょせん【防御戦】
ぼうぎょぶつ【防御物】
ぼうぎょりつ【防御率】
ぼうくうくんれん【防空訓練】
ぼうくうごう【防空壕】
ぼうくうしきべつけん【防空識別圏】
ぼうくうしせつ【防空施設】
ぼうくうせんとうき【防空戦闘機】
ぼうけんか【冒険家】
ぼうけんしょうせつ【冒険小説】
ぼうけんしん【冒険心】
ぼうけんだん【冒険談】
ぼうこうえん【膀胱炎】
ぼうこうけっせき【膀胱結石】
ぼうこうま【暴行魔】
ぼうごふく【防護服】
ぼうごへき【防護壁】
ぼうさいくんれん【防災訓練】
ぼうさいたいさく【防災対策】
ぼうさいちず【防災地図】
ぼうさいのひ【防災の日】
ぼうさいようひん【防災用品】
ぼうしいれ【帽子入れ】
ぼうしかけ【帽子掛け】
ぼうしたいさく【防止対策】
ぼうしつざい【防湿剤】
ぼうしや【帽子屋】
ぼうしゅうざい【防臭剤】
ぼうしょくこうじ【防食工事】
ぼうしょくざい【防食剤】
ぼうしょくせいひん【紡織製品】
ぼうしんパネル【防振パネル】
ぼうじんそうち【防塵装置】
ぼうじんめがね【防塵めがね】
ぼうすいかこう【防水加工】
ぼうすいぐつ【防水靴】
ぼうすいけい【紡錘形】
ぼうすいしつ【防水室】
ぼうすいとびら【防水扉】
ぼうすいふ【防水布】
ぼうすいぼう【防水帽】
ぼうすいコート【防水コート】
ぼうずあたま【坊主頭】
ぼうずがり【坊主刈り】
ぼうずやま【坊主山】
ぼうずよみ【坊主読み】
ぼうせきがいしゃ【紡績会社】
ぼうせききかい【紡績機械】
ぼうせきぎょう【紡績業】
ぼうせきこう【紡績工】
ぼうせきこうじょう【紡績工場】
ぼうせつりん【防雪林】
ぼうぜんじしつ【茫然自失】
ぼうそううんてん【暴走運転】
ぼうそうぞく【暴走族】
ぼうだんガラス【防弾ガラス】
ぼうだんチョッキ【防弾チョッキ】
ぼうだんヘルメット【防弾ヘルメット】
ぼうちゅうあみ【防虫網】
ぼうちゅうざい【防虫剤】
ぼうちょうきかん【防諜機関】
ぼうちょうけいすう【膨張係数】
ぼうちょうけん【傍聴券】
ぼうちょうすいもん【防潮水門】
ぼうちょうせき【傍聴席】
ぼうちょうてい【防潮堤】
ぼうちょうにん【傍聴人】
ぼうちょうりつ【膨張率】
ぼうとうちんじゅつ【冒頭陳述】
ぼうどくしつ【防毒室】
ぼうどくマスク【防毒マスク】
ぼうねんかこう【防燃加工】
ぼうねんせい【防燃性】
ぼうはんきょういく【防犯教育】
ぼうはんしゅうかん【防犯週間】
ぼうはんカメラ【防犯カメラ】
ぼうはんベル【防犯ベル】
ぼうふううけいほう【暴風雨警報】
ぼうふううひょうしき【暴風雨標識】
ぼうふうけいほう【暴風警報】
ぼうふうけん【暴風圏】
ぼうふかこう【防腐加工】
ぼうふざい【防腐剤】
ぼうふしょり【防腐処理】
ぼうめいしゃ【亡命者】
ぼうめいせいかつ【亡命生活】
ぼうめいせいけん【亡命政権】
ぼうめいせいふ【亡命政府】
ぼうもうし【紡毛糸】
ぼうりょくかくめい【暴力革命】
ぼうりょくきょうしつ【暴力教室】
ぼうりょくこうい【暴力行為】
ぼうりょくだん【暴力団】
ぼうりょくだんいん【暴力団員】
ぼうりょくだんたいさくほう【暴力団対策法】
ぼがいしさん【簿外資産】
ぼがいふさい【簿外負債】
ぼきがかり【簿記係】
ぼきんうんどう【募金運動】
ぼきんばこ【募金箱】
ぼきんび【募金日】
ぼきんサイト【募金サイト】
ぼくしかん【牧師館】
ぼくじょうぬし【牧場主】
ぼくせきかん【木石漢】
ぼくそうち【牧草地】
ぼくちくぎょうしゃ【牧畜業者】
ぼくようけん【牧羊犬】
ぼくようしゃ【牧羊者】
ぼくようち【牧羊地】
ぼけいかぞく【母系家族】
ぼけいせい【母系制】
ぼこくご【母国語】
ぼしかてい【母子家庭】
ぼしてちょう【母子（健康）手帳】
ぼしねんきん【母子年金】
ぼしゅうこうこく【募集広告】
ぼしゅうじんいん【募集人員】
ぼしりょう【母子寮】
ぼせいあい【母性愛】
ぼせいほご【母性保護】
ぼせいほんのう【母性本能】
ぼたいほごほう【母体保護法】
ぼたんゆき【牡丹雪】
ぼだいじ【菩提寺】
ぼっきしょうがい【勃起障害】
ぼっしゅうしゃ【没収者】
ぼっしゅうじあい【没収試合】
ぼっしょげんこう【没書原稿】
ぼっしょつうち【没書通知】
ぼにゅうぶんぴつ【母乳分泌】
ぼひめい【墓碑銘】
ぼりあげざいく【彫り上げ細工】
ぼろいち【ぼろ市】
ぼろがいしゃ【ぼろ会社】
ぼろじどうしゃ【ぼろ自動車】
ぼろや【ぼろ家】
ぼんおどり【盆踊り】
ぼんごがくしゃ【梵語学者】
ボイスメール
ボイスレコーダー
ボイラーしつ【ボイラー室】
ボイラーマン
ボウリングじょう【ボウリング場】
ボクサーパンツ
ボクシングせんしゅ【ボクシング選手】
ボクシングジム【ボクシングジム［リング］】
ボタンあな【ボタン穴［ホール］】
ボタンかくし【ボタン隠し】
ボタンかけ【ボタン掛け】
ボックスかわ【ボックス革】
ボックスカメラ
ボックスコート【ボックス（型）コート】
ボックスシート
ボットネット
ボディーガード
ボディーコンシャス
ボディーチェック
ボディーブロー
ボディーペインティング
ボディーランゲージ
ボトルキープ
ボトルネック
ボビンケース
ボランティアかつどう【ボランティア活動】
ボランティアグループ
ボルドーえき【ボルドー液】
ボレーシュート
ボーイちょう【ボーイ長】
ボーイスカウト
ボーイソプラノ
ボーイハント
ボーイフレンド
ボーカルグループ
ボーカルミュージック
ボータイ
ボートピープル
ボートレース
ボードゲーム
ボーナスしょうせん【ボーナス商戦】
ボーリングマシン
ボールなげ【ボール投げ】
ボールカウント
ボールベアリング
ぼうずにくけりゃけさまでにくい【坊主憎けりゃ袈裟けさまで憎い】
ぼうずまるもうけ【坊主丸儲もうけ】
ぼうにふる【棒に振る】
ぼうほどねがってはりほどかなう【棒ほど願って針ほどかなう】
ぼけつをほる【墓穴を掘る】
ぼういんぼうしょくする【暴飲暴食する】
ぼうえいする【防衛する】
ぼうえきする【貿易する】
ぼうおんの【防音の】
ぼうがいこうさくをする【妨害工作をする】
