かねもちになる【(もっと)金持ちになる】
けいきんぞく【軽金属】
けいく【警句】
けいぐ【敬具】
けいけい【炯炯】
けいけん【敬虔】
けいけん【経験】
けいけん【経験】
けいけんからのきょうくん【経験からの教訓】
けいけんからのきょうくん【経験からの教訓】
けいけんそく【経験則】
けいけんだん【経験談】
けいけんだんをはなす【経験談を話す】
けいけんにうらうちされたあどばいす【経験に裏打ちされたアドバイス[助言]】
けいけんにかける【経験に欠ける】
けいけんによるけつろん【経験による結論】
けいけんねんすう【経験年数】
けいけんぶそくのきょうし【経験不足の教師】
けいけんゆたかなぎじゅつしゃ【経験豊かな技術者】
けいけんわんしょうこうぐん【頸肩腕症候群】
けいけんをいかす【経験を(…のために)生かす】
けいけんをいかすつむ【(豊かな)経験を積む[重ねる]】
けいげん【軽減】
けいげん【軽減】
けいげんぜいりつ【軽減税率】
けいげんぜいりつどうにゅうをもとめる【軽減税率導入を求める】
けいげんぜいりつをさいようしたくにぐに【軽減税率を採用した国々】
けいこ【稽古】
けいこう【傾向】
けいこう【携行】
けいこう【経口】
けいこう【蛍光】
けいこう【鶏口】
けいこうぎょう【軽工業】
けいこうぎょう【軽工業】
けいこうせっしゅ【経口摂取】
けいこうぺん【蛍光ペン】
けいこうほすいえき【経口補水液】
けいこうほすいえきをこうにゅうする【経口補水液を購入する】
けいこうほすいえきをのむ【経口補水液を飲む】
けいこうほすいえん【経口補水塩】
けいこく【渓谷】
けいこく【警告】
けいこく【警告】
けいこくおん【警告音】
けいこくこうか【警告効果】
けいこくしゃげき【警告射撃】
けいこくにみみをかたむける【警告に耳を傾ける[注意する]】
けいこくのことば【警告の言葉】
けいこくをうける【警告を受ける】
けいこくをくりかえす【警告を繰り返す】
けいこくをならす【警告を鳴らす】
けいこくをはっする【(…に)警告を発する[送る]】
けいこくをむしする【警告を無視する】
けいこく：このほんをひらいてはいけません。わらいすぎでちっそくするかもしれません。【警告：この本を開いてはいけません。笑い過ぎで窒息するかもしれません《ユーモア》】
けいこつ【脛骨】
けいご【敬語】
けいご【警護】
けいごうきん【軽合金】
けいさい【掲載】
けいさいじょうほうのさくじょ【掲載情報の削除】
けいさく【繋索】
けいさつ【警察】
けいさつ【警察】
けいさつかいかく【警察(制度)改革】
けいさつかん【警察官】
けいさつかんがみつけたらくがき【警察官が見つけた落書き】
けいさつかんしゅっしん【警察官出身[元警察官]】
けいさつかんのきゅうりょう【警察官の給料】
けいさつかんのけいこく【警察官の警告】
けいさつかんのふしょうじ【警察官の不祥事】
けいさつが…のとりしまりにのりだした【警察が…の取締りに乗り出した】
けいさつがかんしをつよめた【警察が監視を強めた】
けいさつがそうさにのりだした【警察が(…の)捜査に乗り出した】
けいさつがそのげんばにふみこんだ【警察がその現場に踏み込んだ】
けいさつがそのしせつをまもる【警察がその施設を守る】
けいさつがそのせっとうじけんをてきはつした【警察がその窃盗事件を摘発した】
けいさつけん【警察権】
けいさつしゃりょう【警察車両】
けいさつしゃりょう【警察車両】
けいさつしょ【警察署】
けいさつそしき【警察組織】
けいさつたんとうきしゃ【警察担当記者】
けいさつちょう【警察庁】
けいさつちょうがこうひょうするとうけい【警察庁が公表する統計】
けいさつと…のしょうとつ【警察と…の衝突】
けいさつとうきょく【警察当局】
けいさつにけんきょされる【警察に検挙される】
けいさつにこうりゅうされる【警察に拘留される】
けいさつにたいほされる【警察に逮捕される】
けいさつにとってのおてん【警察にとっての汚点】
けいさつのきょうりょく【警察の協力】
けいさつのしんよう【警察の信用】
けいさつのじょうほうげん【警察の情報源】
けいさつのそうさ【警察の(徹底)捜査】
けいさつのそうさはこうせいでなければならない【警察の捜査は公正でなければならない】
けいさつのとりしまり【警察の取締り】
けいさつのとりしらべ【警察の取り調べ[尋問]】
けいさつはかれをさつじんみすいようぎでたいほした【警察は彼を殺人未遂容疑で逮捕した】
けいさつはかれをしゃくほうした【警察は彼を釈放した】
けいさつはくしょ【警察白書】
けいさつはわるもののとりしまりをきょうかしている【警察は悪者の取り締まりを強化している】
けいさつふしょうじ【警察(の)不祥事】
けいさつへのきょうじゅつ【警察への供述】
けいさつほんぶ【(県)警察本部】
けいさつをこぶする【警察を鼓舞する[激励する]】
けいさん【珪酸】
けいさん【計算】
けいさん【計算】
けいさんされたこうげき【計算された[計画的]攻撃】
けいさんしき【計算式】
けいさんじょうでは【計算上では】
けいさんじょうのげんか【計算上の原価】
けいさんだかい【計算高い】
けいさんのうりょく【計算能力】
けいさんぷ【経産婦】
けいざい【経済】
けいざい【経済】
けいざいうんえい【(適切な)経済運営】
けいざいうんえい【経済運営】
けいざいえんじょ【経済援助】
けいざいかい【経済界】
けいざいかいかく【経済改革】
けいざいかいかく【経済改革】
けいざいかいはつ【経済開発】
けいざいかいふくのじつげん【経済回復の実現】
けいざいかいろう【経済回廊】
けいざいかくさ【経済格差】
けいざいかくさ【経済格差】
けいざいかつどう【経済活動】
けいざいかんきょう【経済環境】
けいざいかんけい【(両国間の)経済関係】
けいざいがく【経済学】
けいざいがくしゃ【経済学者[専門家]】
けいざいがくのいちぶんや【経済学の一分野】
けいざいがのびつつある【経済が伸びつつある】
けいざいきき【経済危機】
けいざいききさいはつ【経済危機再発】
けいざいききのえいきょう【経済危機の影響】
けいざいききのれんさ【経済危機の連鎖】
けいざいきばん【(…のための)経済基盤】
けいざいきばん【経済基盤】
けいざいきぼ【(その国の)経済規模】
けいざいきぼのしゅくしょう【経済規模の縮小】
けいざいきょうりょく【経済協力】
けいざいきょうりょく【経済協力】
けいざいきょうりょくかいはつきこう【経済協力開発機構】
けいざいきょうりょくかいはつきこう【経済協力開発機構】
けいざいきょうりょくのしょうちょう【経済協力の象徴】
けいざいこうか【経済効果】
けいざいこうか【経済効果】
けいざいこうか【経済効果】
けいざいこうかをうみだす【経済効果を生みだす】
けいざいこうぞう【経済構造】
けいざいこうぞうかいかく【経済構造(の)改革】
けいざいこんらんをかいひする【経済混乱を回避する】
けいざいごうりせい【経済(的)合理性】
けいざいさいせい【経済再生】
けいざいさいせい【経済再生】
けいざいさんぎょうしょう【経済産業省】
けいざいざいせいしもんかいぎ【経済財政諮問会議】
けいざいしえん【経済(的)支援】
けいざいしえん【経済支援】
けいざいしひょう【経済指標】
けいざいしんこうさく【経済振興策】
けいざいしんしゅつ【(外国企業による日本への)経済進出】
けいざいじょうきょう【経済状況】
けいざいじょうのりゆうで【経済上の理由で】
けいざいすいじゅん【経済水準】
けいざいせい【経済性】
けいざいせいさい【経済制裁】
けいざいせいさく【経済政策】
けいざいせいさく【経済政策】
けいざいせいちょう【(名目３パーセントの)経済成長】
けいざいせいちょう【経済成長】
けいざいせいちょうしなりお【経済成長シナリオ】
けいざいせいちょうのあしぶみ【経済成長の足踏み】
けいざいせいちょうのすぴーど【経済成長のスピード】
けいざいせいちょうもくひょう【経済成長目標】
けいざいせいちょうもでる【経済成長モデル】
けいざいせいちょうりつ【経済成長率】
けいざいせんりゃく【(国際)経済戦略】
けいざいたいこく【経済大国】
けいざいたいさく【経済対策】
けいざいてきおもみ【経済的重み】
けいざいてきおんけい【経済的恩恵】
けいざいてきぎゃっきょう【経済的逆境】
けいざいてきくきょう【経済的苦境[困難]】
けいざいてきせいこう【経済的成功】
けいざいてきそんがい【経済的損害】
けいざいてきだげき【経済的(な)打撃】
けいざいてきちい【経済的地位】
けいざいてきちょうへい【経済的徴兵】
けいざいてきなじりつ【経済的な自立】
けいざいてきなそんしつ【経済的な損失】
けいざいてきなぱーとなー【経済的なパートナー】
けいざいてきなりえき【経済的な利益】
けいざいてきなりゆう【経済的な理由】
けいざいてきにこんなんな【経済的に困難な[苦しい]】
けいざいてきふたん【経済的負担】
けいざいてきへんか【経済的(な)変化】
けいざいてきゆたかさ【経済的豊かさ】
けいざいてきりけん【経済的利権】
けいざいとうけい【経済統計】
けいざいとうけい【経済統計】
けいざいとうごう【経済統合】
けいざいなんみん【経済難民】
けいざいにあたえるえいきょう【(…の)経済に与える影響】
けいざいのいきづまり【経済の行き詰まり】
けいざいのぐろーばるか【経済のグローバル化】
けいざいのぐろーばるかぶーむ【経済のグローバル化ブーム】
けいざいのこんらん【経済の混乱】
けいざいのさきゆきをらっかんしてはならない【経済の先行きを楽観してはならない】
けいざいのしくみ【経済の仕組み】
けいざいのじりつ【経済の自立】
けいざいのていめい【経済の低迷】
けいざいのやくしん【経済の躍進】
けいざいはくしょ【経済白書】
けいざいはげんそくしている【経済は減速している】
けいざいはたん【経済破綻】
けいざいはってん【経済発展】
けいざいはってん【経済発展】
けいざいはってんがかそくする【経済発展が加速する】
けいざいはってんにちからをいれる【経済発展に力を入れる】
けいざいはってんをあぴーるする【経済発展をアピールする】
けいざいはってんをあぴーるする【経済発展をアピールする】
けいざいはってんをなしとげる【経済発展を成し遂げる】
けいざいはってんをゆうせんする【経済発展を優先する】
けいざいはらん【経済波瀾】
けいざいぶんせき【経済分析】
けいざいへのあくえいきょう【経済への悪影響】
けいざいまさつ【経済摩擦】
けいざいまさつ【経済摩擦】
けいざいみとおし【経済見通し】
けいざいめでぃあ【経済メディア】
けいざいもんだい【経済問題】
けいざいやしゃかいのはってんのちゃんす【経済や社会の発展のチャンス】
けいざいりょく【経済力】
けいざいれんけいきょうてい【経済連携協定】
けいざいれんけいのめりっと【経済連携のメリット】
けいざいれんごうかい【経済連合会】
けいざいをかっせいかする【経済を活性化する】
けいざいをさいせいさせる【経済を再生させる】
けいざいをしげきするこころみ【経済を刺激する試み】
けいざいをそこなう【経済を損なう】
けいざいをゆうせんする【経済を(最)優先する】
けいざん【けいざん(恵山)】
けいざんちん【けいざんちん(恵山鎮)】
けいし【刑死】
けいし【刑死】
けいし【刑死】
けいし【罫紙】
けいし【警視】
けいし【軽視】
けいしき【型式】
けいしき【形式】
けいしきぎろん【形式議論】
けいしきばる【形式張る】
けいしつ【形質】
けいしゃ【傾斜】
けいしゃ【珪砂硅砂】
けいしゃ【鶏舎】
けいしゅ【警手】
けいしゅう【閨秀】
けいしゅく【慶祝】
けいしょう【形象】
けいしょう【敬称】
けいしょう【景勝】
けいしょう【継承】
けいしょう【警鐘】
けいしょう【軽傷】
けいしょう【軽少】
けいしょう【軽症】
けいしょうかんじゃ【軽症患者】
けいしょく【軽食】
けいしん【敬神】
けいしん【軽信】
けいしん【軽震】
けいじ【刑事】
けいじ【刑事】
けいじ【啓示】
けいじ【慶事】
けいじ【掲示】
けいじ【計時】
けいじか【形而下】
けいじさいばん【刑事裁判】
けいじさいばん【刑事裁判】
けいじさいばんのこうせい【刑事裁判の公正(さ)】
けいじしせつ【刑事施設】
けいじしほう【刑事司法】
けいじしほうせいど【刑事司法制度】
けいじじょう【形而上】
けいじせきにん【刑事責任】
けいじせきにんをとわれる【刑事責任を問われる】
けいじそしょう【刑事訴訟】
けいじそつい【刑事訴追】
けいじてつづき【刑事手続き】
けいじどうしゃ【軽自動車】
けいじばつ【刑事罰】
けいじばん【(インターネット)掲示板】
けいじばんをうんえいする【(インターネットの)掲示板を運営する】
けいじゅう【軽重】
けいじょう【(死)刑場】
けいじょう【刑場】
けいじょう【形状】
けいじょう【経常】
けいじょう【計上】
けいじょう【警乗】
けいじょうきおくのいふく【形状記憶の衣服】
けいじょうしゅうしのあかじ【経常収支の赤字】
けいじょうしゅうしのあかじ【経常収支の赤字】
けいじょうしゅうしのくろじ【経常収支の黒字】
けいじょうしゅうしのくろじ【経常収支の黒字】
けいじょうそんしつ【経常損失】
けいじょうみゃく【頸静脈】
けいすいろ【軽水炉】
けいすう【係数】
けいすう【計数】
けいず【系図】
けいせい【傾城】
けいせい【形勢】
けいせい【形成】
けいせい【形成】
けいせい【警世】
けいせき【形跡】
けいせき【珪石】
けいせん【係船繋船】
けいせん【経線】
けいせん【罫線】
けいそ【珪素】
けいそう【係争】
けいそう【珪藻硅藻】
けいそう【軽装】
けいそく【計測】
けいそくきき【計測機器】
けいそつ【軽率】
けいそつなぎいん【軽率な議員】
けいそつなこうい【軽率な行為】
けいそつなことば【軽率な言葉】
けいそつはつげん【軽率発言】
けいぞく【継続】
けいぞく【継続】
けいぞくうんてん【(工場の)継続運転】
けいぞくきょうぎ【継続協議】
けいぞくこよう【継続雇用】
けいぞくしんさ【継続[閉会中]審査[審議]】
けいぞくてきしえん【継続的支援】
けいぞくてきそくてい【(…の)継続的測定】
けいぞくてきたいわ【継続的対話】
けいぞくてきなはなしあい【継続的な話し合い】
けいぞくてきに…をかんしする【継続的に…を監視する】
けいぞくてきにどりょくする【継続的に努力する】
けいぞくよさん【継続予算】
けいたい【形態】
けいたい【携帯】
けいたい【携帯】
けいたいおんがくぷれーやー【携帯音楽プレーヤー】
けいたいでんわ【携帯電話】
けいたいでんわ【携帯電話】
けいたいでんわがいしゃ【携帯電話会社】
けいたいでんわにばんぐみをはいしんする【携帯電話に番組を配信する】
けいたいでんわのしよう【携帯電話の使用】
けいたいでんわのでんげんをいれる【携帯電話の電源を入れる】
けいたいでんわのでんげんをきる【携帯電話の電源を切る】
けいたいでんわのめーる【携帯電話のメール】
けいたいでんわめーかー【携帯電話メーカー】
けいたいでんわもう【携帯電話網】
けいたいでんわりようしゃにつうほうするしくみ【携帯電話利用者に通報する仕組み［システム］】
けいたいでーたつうしん【携帯データ通信】
けいたいようじゅうでんき【携帯(電話)用充電器】
けいたいようつうしんきき【携帯用通信機器】
けいたいようといれ【携帯用トイレ】
けいたいらじお【携帯ラジオ】
けいたいらじお【携帯ラジオ】
けいだい【境内】
けいだんれん【経団連】
けいちつ【啓蟄】
けいちゅう【傾注】
けいちょう【傾聴】
けいちょう【慶弔】
けいちょう【軽佻】
けいちょう【軽重】
けいつい【頸椎】
けいてき【警笛】
けいでんき【継電器】
けいと【毛糸】
けいとう【傾倒】
けいとう【系統】
けいとう【継投】
けいとう【鶏頭】
けいとくちん【けいとくちん(景徳鎮)】
けいど【経度】
けいど【軽度】
けいどうみゃく【頸動脈】
けいどにんちしょうがい【軽度認知障害】
けいにく【鶏肉】
けいにふくする【刑に服する】
けいのおもさ【刑の重さ】
けいのおもさ【刑の重さ】
けいのおもさをきめる【刑の重さを決める】
けいはい【軽輩】
けいはいしょう【珪肺症】
けいはく【軽薄】
けいはつ【啓発】
けいはんざい【軽犯罪】
けいはんざい【軽犯罪】
けいば【競馬】
けいばく【軽爆】
けいばつ【刑罰】
けいばつ【閨閥】
けいひ【桂皮】
けいひ【経費】
けいひ【経費】
けいひかんり【経費管理】
けいひこうき【軽飛行機】
けいひせつげん【経費節減[削減]】
けいひのらんよう【経費の乱用】
けいひのらんよう【経費の乱用】
けいひょうひすいぶんそうしつ【経表皮水分喪失】
けいひをあっしゅくする【経費を圧縮する】
けいひをさくげんする【経費を削減する】
けいひをせつげんする【経費を節減する】
けいひをふくらませる【経費を膨らませる】
けいひん【景品】
けいひんようのばっぐ【(大手ビール会社の)景品用のバッグ】
けいび【警備】
けいび【警備】
けいび【軽微】
けいびいん【警備員】
けいびかちょう【警備課長】
けいびきょうか【警備強化】
けいびけいかく【警備計画】
けいびたい【警備(部)隊】
けいびたいさく【警備[セキュリティー]対策】
けいびたいせい【警備体制】
けいびとうきょく【警備当局】
けいびのすき【警備の隙[不備]】
けいびもくてきでどろーんをしようする【警備目的でドローンを使用する】
けいびをきょうかする【警備を強化する】
けいびをする【(…のために)警備を(提供)する】
けいふ【系譜】
けいふ【継父】
けいふく【敬服】
けいふん【鶏糞】
けいぶ【警部】
けいぶ【頸部】
けいぶつ【景物】
けいべつ【軽蔑】
けいべん【軽便】
けいほう【刑法】
けいほう【刑法】
けいほう【警報】
けいほう【警報】
けいほうしすてむ【警報システム】
けいほうそうち【警報装置】
けいほうのきてい【刑法の規定】
けいほうをはっする【警報を発する】
けいぼ【敬慕】
けいぼ【継母】
けいぼう【警棒】
けいぼう【閨房】
けいぼうだん【警防団】
けいま【桂馬】
けいみょう【軽妙】
けいみょうなえんぎ【軽妙な演技】
けいむ【警務】
けいむしょ【刑務所】
けいめい【鶏鳴】
けいもう【啓蒙】
けいやく【契約】
けいやく【契約】
けいやくいはん【契約違反】
けいやくきかん【契約期間】
けいやくきかん【契約期間】
けいやくきげんがきれた【契約期限が切れた】
けいやくけっこん【契約結婚】
けいやくけっこん【契約結婚】
けいやくこうかい【契約更改】
けいやくしゃいん【契約社員】
けいやくしょ【(販売)契約書】
けいやくじょうけん【契約条件】
けいやくじょうこう【契約条項】
けいやくにいはんする【契約に違反する】
けいやくにん【契約人[請負業者]】
けいやくのこうしん【(雇用)契約の更新】
けいやくりこう【契約(の)履行】
けいやくをえんちょうする【契約(期間)を延長する】
けいやくをはきする【契約を破棄する[破る]】
けいやくをむすぶ【(…と)契約を結ぶ】
けいゆ【経由】
けいゆ【軽油】
けいゆ【軽油】
けいよ【刑余】
けいよう【形容】
けいよう【掲揚】
けいようし【形容詞】
けいら【警邏】
けいらん【鶏卵】
けいり【刑吏】
けいり【経理】
けいりし【計理士】
けいりゃく【計略】
けいりゅう【係留繋留】
けいりゅう【渓流】
けいりょう【計量】
けいりょう【軽量】
けいりん【けいりん(桂林)】
けいりん【競輪】
けいるい【係累繋累】
けいれい【敬礼】
けいれき【経歴】
けいれつ【系列】
けいれん【痙攣】
けいろ【毛色】
けいろ【経路】
けいろう【敬老】
けいろうどう【軽労働】
けいをあたえる【刑を与える】
けいをしっこうする【刑を執行する】
けう【希有稀有】
けおされる【気圧される】
けおとす【蹴落とす】
けおり【毛織り】
けかえし【蹴返し】
けかえす【蹴返す】
けが【怪我】
けが【怪我】
けがす【汚す】
けがに【毛蟹】
けがにん【けが人】
けがのていど【けがの程度】
けがらわしい【汚らわしい】
けがれ【汚れ】
けがれる【汚れる】
けがわ【毛皮】
けがわめあてのらんかく【毛皮目当ての乱獲】
けがをする【けがをする】
けぎらい【毛嫌い】
けげん【怪訝】
けこむ【蹴込む】
けさ【今朝】
けさ【袈裟】
けさがけ【袈裟懸け】
けし【芥子】
けしいん【消し印】
けしいんのついたきって【消印のついた[使用済みの]切手】
けしかける【嗾ける】
けしからん【怪しからん】
けしき【景色】
けしき【気色】
けしきばむ【気色ばむ】
けしごむ【消しゴム】
けしさる【消し去る】
けしずみ【消し炭】
けしつぼ【消し壺】
けしとぶ【消し飛ぶ】
けしとめる【消し止める】
けしょう【化粧】
けしょう【化粧】
けしょうすい【化粧水】
けしょうどうぐ【化粧道具】
けしょうひん【化粧品】
けしょうひんがいしゃ【化粧品会社】
けしょうひんめーかー【化粧品メーカー】
けしょうまわし【化粧回し】
けしょうをおとす【化粧を落とす】
けしょうをしている【化粧をしている】
けしょうをする【化粧をする】
けしょうをなおす【化粧を直す】
けしん【化身】
けしゴム【消しゴム】
けじめ
けじゅす【毛繻子】
けじらみ【毛虱】
けす【消す】
けすことのできないおてんをのこす【消すことのできない汚点を残す】
けすじ【毛筋】
けずね【毛脛】
けずりぶし【削り節】
けずる【削る】
けぞめ【毛染め】
けた【桁】
けたおす【蹴倒す】
けたぐり【蹴手繰り】
けたけた
けたたましい
けたちがい【桁違い】
けたてる【蹴立てる】
けたはずれ【桁外れ】
けだかい【気高い】
けだし【蓋し】
けだま【毛玉】
けだもの【獣】
けだるい【気怠い】
けち
けちくさい【けち臭い】
けちけち
けちょん
けちょんけちょん
けちらす【蹴散らす】
けちる
けっか【結果】
けっか【結果】
けっかありきのろんり【結論ありきの論理】
けっかい【決壊】
けっかい【血塊】
けっかく【欠格】
けっかく【結核】
けっかくよぼう【結核予防】
けっかろん【結果論】
けっかをかんじゅする【(その選挙の)結果を甘受する】
けっかをこうひょうする【(調査)結果を公表する】
けっかをだす【(よい)結果を出す】
けっかをだすこうい【(好)結果を出す行為】
けっかをだすこうしょう【結果を出す交渉】
けっかん【欠陥】
