「ぽーたるさいと」とはいんたーねっとのせかいにはいるいりぐちとなるさいとだ【「ポータルサイト」とはインターネットの世界に入る入り口となるサイトだ】
ぽい
ぽいぽい
ぽうっと
ぽか
ぽかぽか
ぽかり
ぽかん
ぽきぽき
ぽきん
ぽけっとから…をとりだす【ポケットから…を取り出す】
ぽけっとないふ【(小型の折りたたみ式)ポケットナイフ】
ぽけっとに…をいれる【ポケットに…を入れる】
ぽこっ
ぽこぽこ
ぽこん
ぽすたーをけいじする【ポスターを掲示する】
ぽすたーをさくせいする【ポスターを作成する】
ぽすたーをはいふする【ポスターを配布する】
ぽすたーをはる【ポスターを張る】
ぽすとあらそい【ポスト争い】
ぽすとをえる【ポストを得る】
ぽたぽた
ぽたり
ぽたりぽたり
ぽたんぽとん
ぽちぽち
ぽちゃぽちゃ
ぽっかり
ぽっきり
ぽっくり
ぽっくり【木履】
ぽっちり
ぽっと
ぽっとで【ぽっと出】
ぽっぽ
ぽつだむせんげん【ポツダム宣言】
ぽつねんと
ぽつぽつ
ぽつり
ぽつりぽつり
ぽつん
ぽとっ
ぽとん
ぽよーん
ぽりぽり
ぽろっ
ぽろぽろ
ぽろり
ぽろろん
